(B) Sort...
/bin/rm: No match.
===> w1data/f0
4,170c4,7
< | Fri Apr  4 2008 | Royalty check            |      5,708.33  |      5,708.33  |
< | Thu Jun  3 2010 | Bonus                    |      2,651.29  | (   27,214.64) |
< | Sun Jun  6 2010 | Gas company              | (    4,432.64) | (   31,647.28) |
< | Sat Jul  3 2010 | Phone bill               | (    3,718.71) | (   35,365.99) |
< | Wed Jul  7 2010 | Royalty check            |        352.64  | (   35,013.35) |
< | Thu Jul 29 2010 | Royalty check            |        821.91  | (   34,191.44) |
< | Mon Nov 15 2010 | Paycheck                 |      3,834.07  | (   30,357.37) |
< | Wed Dec  1 2010 | Rent                     | (    6,481.84) | (   36,839.21) |
< | Thu Jan  6 2011 | Rent                     | (    3,840.80) | (   40,680.01) |
< | Fri Jan 28 2011 | Gasoline                 | (    2,644.79) | (   43,324.80) |
< | Tue Feb  1 2011 | Interest                 |      5,988.44  | (   37,336.36) |
< | Fri Mar 25 2011 | Phone bill               | (    2,438.78) | (   39,775.14) |
< | Mon May 23 2011 | Rent                     | (    2,670.85) | (   42,445.99) |
< | Wed May 25 2011 | Phone bill               | (    1,100.74) | (   43,546.73) |
< | Sat Jun 11 2011 | Cable TV                 | (    5,710.97) | (   49,257.70) |
< | Fri Aug 12 2011 | Paycheck                 |        107.57  | (   49,150.13) |
< | Mon Aug 15 2011 | Royalty check            |      1,671.31  | (   47,478.82) |
< | Tue Oct 11 2011 | Royalty check            |      4,052.06  | (   43,426.76) |
< | Mon Oct 24 2011 | Grocery                  | (    6,338.79) | (   49,765.55) |
< | Sun Feb 26 2012 | Rent                     | (    5,848.54) | (   55,614.09) |
< | Thu Apr 12 2012 | Department of water & po | (      608.19) | (   56,222.28) |
< | Mon May 21 2012 | Paycheck                 |      5,729.99  | (   50,492.29) |
< | Tue Jun 19 2012 | Phone bill               | (    3,004.13) | (   53,496.42) |
< | Fri Jul 20 2012 | Bonus                    |      1,503.23  | (   51,993.19) |
< | Thu Aug 23 2012 | Cable TV                 | (    1,070.75) | (   53,063.94) |
< | Thu Feb  7 2013 | Grocery                  | (    2,648.07) | (   55,712.01) |
< | Tue Feb 12 2013 | Gasoline                 | (    4,792.39) | (   60,504.40) |
< | Tue Mar  5 2013 | Bonus                    |          1.74  | (   60,502.66) |
< | Thu Jun 13 2013 | Rent                     | (    5,266.36) | (   65,769.02) |
< | Mon Aug  5 2013 | Interest                 |      3,941.55  | (   61,827.47) |
< | Thu Aug 29 2013 | Phone bill               | (    4,476.20) | (   66,303.67) |
< | Sat Aug 31 2013 | Bonus                    |      6,136.67  | (   60,167.00) |
< | Wed Oct 23 2013 | Department of water & po | (    4,616.92) | (   64,783.92) |
< | Tue Mar 25 2014 | Royalty check            |         49.39  | (   64,734.53) |
< | Wed Mar 26 2014 | Bonus                    |        455.50  | (   64,279.03) |
< | Sat Mar 29 2014 | Royalty check            |      6,227.57  | (   58,051.46) |
< | Tue May 20 2014 | Cable TV                 | (    5,895.60) | (   63,947.06) |
< | Thu Jul  3 2014 | Rent                     | (    2,012.19) | (   65,959.25) |
< | Thu Aug 21 2014 | Phone bill               | (    3,307.36) | (   69,266.61) |
< | Sun Sep  7 2014 | Gas company              | (    1,144.08) | (   70,410.69) |
< | Wed Sep 24 2014 | Cable TV                 | (    3,135.77) | (   73,546.46) |
< | Mon Oct  6 2014 | Paycheck                 |      1,279.60  | (   72,266.86) |
< | Mon Nov 24 2014 | Gas company              | (    3,981.14) | (   76,248.00) |
< | Thu Dec  4 2014 | Paycheck                 |      2,141.06  | (   74,106.94) |
< | Mon Dec 29 2014 | Royalty check            |      1,805.16  | (   72,301.78) |
< | Thu Jan 29 2015 | Rent                     | (    6,219.72) | (   78,521.50) |
< | Mon Apr 27 2015 | Paycheck                 |      4,406.51  | (   74,114.99) |
< | Fri May  8 2015 | Cable TV                 | (    2,608.54) | (   76,723.53) |
< | Tue May 12 2015 | Paycheck                 |         47.08  | (   76,676.45) |
< | Tue Jun  2 2015 | Paycheck                 |        380.67  | (   76,295.78) |
< | Tue Jul 14 2015 | Bonus                    |      2,797.12  | (   73,498.66) |
< | Sun Jul 19 2015 | Cable TV                 | (    6,255.07) | (   79,753.73) |
< | Sat Aug 22 2015 | Cable TV                 | (    5,932.99) | (   85,686.72) |
< | Sat Aug 22 2015 | Paycheck                 |      3,523.82  | (   82,162.90) |
< | Sat Oct  3 2015 | Gas company              | (    1,310.98) | (   83,473.88) |
< | Mon Oct 12 2015 | Bonus                    |      6,173.86  | (   77,300.02) |
< | Sun Oct 25 2015 | Gas company              | (    1,950.50) | (   79,250.52) |
< | Sat Nov  7 2015 | Royalty check            |      1,409.57  | (   77,840.95) |
< | Sat Feb 20 2016 | Royalty check            |      2,489.70  | (   75,351.25) |
< | Mon Jul 11 2016 | Cable TV                 | (      538.72) | (   75,889.97) |
< | Tue Jul 12 2016 | Royalty check            |      4,171.20  | (   71,718.77) |
< | Mon Jul 25 2016 | Phone bill               | (    2,233.33) | (   73,952.10) |
< | Mon Aug 29 2016 | Rent                     | (    3,134.68) | (   77,086.78) |
< | Tue Oct 11 2016 | Cable TV                 | (    2,149.46) | (   79,236.24) |
< | Fri Oct 14 2016 | Interest                 |        551.84  | (   78,684.40) |
< | Tue Nov  8 2016 | Gasoline                 | (      723.51) | (   79,407.91) |
< | Tue Jan  3 2017 | Interest                 |      2,718.33  | (   76,689.58) |
< | Mon Jan 23 2017 | Bonus                    |      5,839.55  | (   70,850.03) |
< | Wed Feb 15 2017 | Gas company              | (    2,385.30) | (   73,235.33) |
< | Mon Apr 17 2017 | Paycheck                 |      5,337.49  | (   67,897.84) |
< | Sat Apr 29 2017 | Bonus                    |      3,413.11  | (   64,484.73) |
< | Sun May 21 2017 | Royalty check            |      3,743.85  | (   60,740.88) |
< | Thu May 25 2017 | Cable TV                 | (    5,017.75) | (   65,758.63) |
< | Tue May 30 2017 | Cable TV                 | (    5,997.96) | (   71,756.59) |
< | Sun Jul 23 2017 | Department of water & po | (    1,280.68) | (   73,037.27) |
< | Wed Aug  2 2017 | Rent                     | (    3,415.65) | (   76,452.92) |
< | Tue Sep  5 2017 | Rent                     | (    2,120.44) | (   78,573.36) |
< | Fri Sep 29 2017 | Bonus                    |      4,377.25  | (   74,196.11) |
< | Sat Oct 21 2017 | Department of water & po | (      513.48) | (   74,709.59) |
< | Mon Nov  6 2017 | Cable TV                 | (    2,691.10) | (   77,400.69) |
< | Fri Feb 23 2018 | Paycheck                 |      1,246.22  | (   76,154.47) |
< | Sun Mar 11 2018 | Royalty check            |        164.58  | (   75,989.89) |
< | Sun May 13 2018 | Bonus                    |      5,192.17  | (   70,797.72) |
< | Sun Jul 22 2018 | Department of water & po | (    4,155.05) | (   74,952.77) |
< | Sun Sep 16 2018 | Cable TV                 | (    2,213.15) | (   77,165.92) |
< | Thu Oct  4 2018 | Gasoline                 | (    2,350.75) | (   79,516.67) |
< | Tue Dec 25 2018 | Interest                 |      5,790.53  | (   73,726.14) |
< | Thu Jan 10 2019 | Cable TV                 | (    5,720.36) | (   79,446.50) |
< | Tue Mar 26 2019 | Bonus                    |      5,379.31  | (   74,067.19) |
< | Thu May 16 2019 | Paycheck                 |        850.72  | (   73,216.47) |
< | Sat May 18 2019 | Cable TV                 | (    4,177.57) | (   77,394.04) |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f3
4,24c4,7
< | Wed Sep 17 2008 | Bonus                    |      2,799.58  |      2,799.58  |
< | Thu Nov 27 2008 | Bonus                    |      5,101.85  |      7,901.43  |
< | Fri Apr 24 2009 | Interest                 |      4,824.46  |     12,725.89  |
< | Fri Oct  2 2009 | Cable TV                 | (    3,306.31) |      9,419.58  |
< | Wed Mar 17 2010 | Royalty check            |      3,993.27  |     13,412.85  |
< | Sun Mar 21 2010 | Paycheck                 |      6,494.30  |     19,907.15  |
< | Tue Jun 29 2010 | Bonus                    |      5,822.66  |     25,729.81  |
< | Wed Jul 21 2010 | Gas company              | (    1,198.88) |     24,530.93  |
< | Tue Jul 27 2010 | Rent                     | (    3,485.15) |     21,045.78  |
< | Tue Mar  1 2011 | Phone bill               | (    3,413.41) |     17,632.37  |
< | Wed Aug 17 2011 | Bonus                    |      1,469.75  |     19,102.12  |
< | Sun Feb 10 2013 | Cable TV                 | (    2,296.78) |     16,805.34  |
< | Thu Jul 31 2014 | Royalty check            |        628.92  |     17,434.26  |
< | Fri Mar 13 2015 | Royalty check            |      3,893.20  |     21,327.46  |
< | Fri Jun 19 2015 | Department of water & po | (    5,605.42) |     15,722.04  |
< | Wed Jul 27 2016 | Cable TV                 | (    4,382.99) |     11,339.05  |
< | Sun Jan 15 2017 | Department of water & po | (    6,362.74) |      4,976.31  |
< | Sun Sep 24 2017 | Cable TV                 | (    4,639.85) |        336.46  |
< | Tue Nov 28 2017 | Interest                 |      2,272.46  |      2,608.92  |
< | Tue Jul  3 2018 | Interest                 |      4,583.59  |      7,192.51  |
< | Wed Jan  9 2019 | Interest                 |      4,222.50  |     11,415.01  |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f4
4,115c4,7
< | Tue Feb 12 2008 | Bonus                    |        689.82  |        689.82  |
< | Thu Mar 20 2008 | Bonus                    |      6,454.77  |      7,144.59  |
< | Thu Mar 27 2008 | Department of water & po | (      390.31) |      6,754.28  |
< | Fri Apr  4 2008 | Paycheck                 |      6,066.89  |     12,821.17  |
< | Sat Apr  5 2008 | Gas company              | (       80.80) |     12,740.37  |
< | Fri May 16 2008 | Gas company              | (    3,959.41) |      8,780.96  |
< | Wed Jun  4 2008 | Department of water & po | (    4,236.08) |      4,544.88  |
< | Sun Jul 27 2008 | Paycheck                 |      6,211.95  |     10,756.83  |
< | Thu Jul 31 2008 | Phone bill               | (    2,671.51) |      8,085.32  |
< | Sun Aug  3 2008 | Phone bill               | (    2,911.09) |      5,174.23  |
< | Sun Sep 21 2008 | Royalty check            |        404.63  |      5,578.86  |
< | Mon Nov  3 2008 | Royalty check            |      3,392.95  |      8,971.81  |
< | Sat Dec 27 2008 | Interest                 |      2,225.50  |     11,197.31  |
< | Tue Jan  6 2009 | Cable TV                 | (      361.54) |     10,835.77  |
< | Mon Jan 12 2009 | Interest                 |      5,772.68  |     16,608.45  |
< | Fri Jan 16 2009 | Paycheck                 |      4,917.72  |     21,526.17  |
< | Fri Jul 24 2009 | Phone bill               | (      846.20) |     20,679.97  |
< | Tue Aug  4 2009 | Grocery                  | (    1,146.37) |     19,533.60  |
< | Mon Jan 18 2010 | Paycheck                 |      5,991.76  |     25,525.36  |
< | Tue Jan 19 2010 | Paycheck                 |      6,466.07  |     31,991.43  |
< | Tue Mar 30 2010 | Bonus                    |      2,364.03  |     34,355.46  |
< | Sun Apr 11 2010 | Grocery                  | (    4,160.24) |     30,195.22  |
< | Thu Apr 15 2010 | Gasoline                 | (    4,624.87) |     25,570.35  |
< | Mon Jun 21 2010 | Cable TV                 | (    5,125.97) |     20,444.38  |
< | Sun Oct 31 2010 | Royalty check            |        621.05  |     21,065.43  |
< | Mon Nov  1 2010 | Gas company              | (    1,567.36) |     19,498.07  |
< | Thu Nov  4 2010 | Bonus                    |      2,034.82  |     21,532.89  |
< | Thu Dec  2 2010 | Rent                     | (    1,973.30) |     19,559.59  |
< | Sat Jan  8 2011 | Department of water & po | (    4,410.03) |     15,149.56  |
< | Tue Jan 25 2011 | Gas company              | (      560.86) |     14,588.70  |
< | Wed Mar 23 2011 | Paycheck                 |      5,111.63  |     19,700.33  |
< | Sat Apr  2 2011 | Gasoline                 | (    5,030.63) |     14,669.70  |
< | Mon Apr 25 2011 | Phone bill               | (    3,149.08) |     11,520.62  |
< | Fri May 20 2011 | Bonus                    |      1,159.71  |     12,680.33  |
< | Mon Oct  3 2011 | Interest                 |      5,178.67  |     17,859.00  |
< | Sat Oct 22 2011 | Rent                     | (    5,298.04) |     12,560.96  |
< | Wed Nov 16 2011 | Cable TV                 | (      266.00) |     12,294.96  |
< | Thu Nov 24 2011 | Cable TV                 | (    5,173.68) |      7,121.28  |
< | Fri Dec 30 2011 | Paycheck                 |      6,527.07  |     13,648.35  |
< | Tue Jan  3 2012 | Gasoline                 | (    4,326.94) |      9,321.41  |
< | Mon Jan  9 2012 | Royalty check            |      6,025.21  |     15,346.62  |
< | Sat Mar 10 2012 | Department of water & po | (    4,428.64) |     10,917.98  |
< | Tue Apr  3 2012 | Gas company              | (      303.80) |     10,614.18  |
< | Mon May  7 2012 | Gasoline                 | (    1,292.05) |      9,322.13  |
< | Sat Jul  7 2012 | Interest                 |      2,792.13  |     12,114.26  |
< | Wed Aug  1 2012 | Gas company              | (    4,035.49) |      8,078.77  |
< | Tue Aug 28 2012 | Rent                     | (    1,235.16) |      6,843.61  |
< | Wed Aug 29 2012 | Interest                 |      5,865.91  |     12,709.52  |
< | Tue Sep 18 2012 | Phone bill               | (    3,819.93) |      8,889.59  |
< | Thu Dec 27 2012 | Bonus                    |      1,302.86  |     10,192.45  |
< | Fri Dec 28 2012 | Paycheck                 |      5,101.07  |     15,293.52  |
< | Tue Jan 15 2013 | Interest                 |      2,978.60  |     18,272.12  |
< | Sat Feb  2 2013 | Rent                     | (    2,694.10) |     15,578.02  |
< | Mon Feb 11 2013 | Royalty check            |      1,721.40  |     17,299.42  |
< | Thu Apr 18 2013 | Rent                     | (    5,999.25) |     11,300.17  |
< | Wed Jul  3 2013 | Interest                 |      2,498.50  |     13,798.67  |
< | Thu Jul 11 2013 | Royalty check            |      2,974.74  |     16,773.41  |
< | Thu Aug 22 2013 | Paycheck                 |      4,034.03  |     20,807.44  |
< | Sun Aug 25 2013 | Paycheck                 |      4,723.57  |     25,531.01  |
< | Tue Sep  3 2013 | Gasoline                 | (    5,301.39) |     20,229.62  |
< | Mon Dec 30 2013 | Interest                 |      4,454.20  |     24,683.82  |
< | Wed Feb  5 2014 | Royalty check            |      6,347.48  |     31,031.30  |
< | Mon Feb 10 2014 | Royalty check            |         76.71  |     31,108.01  |
< | Tue May  6 2014 | Phone bill               | (    2,988.09) |     28,119.92  |
< | Thu Jun  5 2014 | Department of water & po | (    3,591.28) |     24,528.64  |
< | Mon Jun 30 2014 | Interest                 |      2,856.13  |     27,384.77  |
< | Sat Sep 27 2014 | Royalty check            |         90.15  |     27,474.92  |
